fold,val_trial,Fx_R2,Fx_RMSE,Fy_R2,Fy_RMSE,Fz_R2,Fz_RMSE,Tx_R2,Tx_RMSE,Ty_R2,Ty_RMSE,Tz_R2,Tz_RMSE
1,DM_ngait_og1,-0.6837970018386841,16.586738786285057,-0.3191312551498413,13.804299522349346,-0.5806136131286621,170.36659691309796,-0.08255636692047119,39.33933311436294,-0.1981949806213379,38.26175364501982,-0.0023392438888549805,5.987453057537148
2,DM_ngait_og2,-0.1265631914138794,15.438049553730467,0.012445271015167236,11.483864120226952,0.45844703912734985,105.68598923373192,-0.08526301383972168,36.49207292986725,-0.40363407135009766,33.213845695710056,-0.7278121709823608,12.40800928666673
3,DM_ngait_og3,-0.7216360569000244,13.716226610716355,0.11141461133956909,11.402680975229096,-0.137579083442688,134.0317709537556,-0.23367583751678467,42.73365944327799,-0.6742508411407471,32.89662393332996,-0.3148226737976074,10.227127234454775
4,DM_ngait_og4,-0.4608803987503052,17.74637878444325,-0.6939088106155396,15.85726153944222,0.05667400360107422,148.35033625046154,-0.08600163459777832,36.66043407759669,-0.5406147241592407,39.002906104165014,0.14203625917434692,6.565089704796977
